MasterID,COMID,yr,csci_sampledate,Constraint_class,County,SMC_region,Regional_board,pChem,pHab,pOverall,biological_condition,stress_condition,SQI,ASCI,blc,bs,Cond,CSCI,Ev_FlowHab,H_AqHab,H_SubNat,hy,CRAM,IPI,PCT_SAFN,ps,TN,TP,XCMG,lon,lat,ASCI_ptile,blc_ptile,bs_ptile,Cond_ptile,CRAM_ptile,CSCI_ptile,Ev_FlowHab_ptile,H_AqHab_ptile,H_SubNat_ptile,hy_ptile,IPI_ptile,PCT_SAFN_ptile,ps_ptile,TN_ptile,TP_ptile,XCMG_ptile
403S00960,17569839,2010,6/2/2010,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.492843411,2.22E-16,0.492843411,Healthy,Low stress,Healthy and unstressed,0.9,88,75,809,0.99,0.8,1.63,1.45,75,75,1.03,8,63,0.08,0.03,105,-118.4617,34.59079,0.756097561,0.484552846,0.754471545,0.346341463,0.595121951,0.824390244,0.801626016,0.77398374,0.43902439,0.647154472,0.726829268,0.146341463,0.575609756,0.143089431,0.385365854,0.546341463
901S02702,20350539,2010,6/2/2010,possibly constrained,Orange,San Juan,San Diego,0.999806978,2.22E-16,0.999806978,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.44,63,78,3193,0.46,0.81,1.56,0.15,75,73,0.82,99,75,1.14,0.22,159,-117.74062,33.51636,0.110569106,0.190243902,0.816260163,0.92195122,0.528455285,0.13495935,0.822764228,0.684552846,0.079674797,0.647154472,0.339837398,0.995121951,0.780487805,0.634146341,0.837398374,0.879674797
907S46499,20334398,2010,6/2/2010,possibly unconstrained,San Diego,Mission Bay and San Diego River,San Diego,0.395481923,2.22E-16,0.395481923,Impacted for ASCI,Low stress,Impacted by unknown stress,0.77,92,89,440,1.07,0.3,1.4,1.47,58,72,0.9,70,50,0.15,0.04,133,-116.75077,32.96198,0.578861789,0.660162602,0.949593496,0.216260163,0.502439024,0.905691057,0.180487805,0.486178862,0.455284553,0.253658537,0.463414634,0.868292683,0.37398374,0.214634146,0.458536585,0.744715447
403S05247,948070359,2010,6/1/2010,NA,Ventura,Santa Clara,Los Angeles,0.608750086,2.22E-16,0.608750086,Impacted for ASCI,Low stress,Impacted by unknown stress,0.59,92,44,1003,0.88,0.08,1.27,1.27,75,65,0.77,45,50,0.42,0.01,61,-118.98739,34.36931,0.310569106,0.660162602,0.214634146,0.450406504,0.326829268,0.66504065,0.104065041,0.36097561,0.330081301,0.647154472,0.289430894,0.645528455,0.37398374,0.445528455,0.198373984,0.300813008
901S01849,20348657,2010,6/1/2010,possibly unconstrained,Riverside,San Juan,San Diego,0.585634873,2.22E-16,0.585634873,Healthy,Low stress,Healthy and unstressed,1.08,100,100,532,1.07,0.71,1.53,1.6,92,95,1.01,37,88,0.29,0.06,160,-117.39779,33.55523,0.920325203,1,1,0.243902439,0.995121951,0.905691057,0.671544715,0.645528455,0.590243902,0.93495935,0.697560976,0.549593496,0.965853659,0.359349593,0.546341463,0.884552846
901S02873,20348717,2010,6/1/2010,possibly unconstrained,Riverside,San Juan,San Diego,0.466563583,2.22E-16,0.466563583,Healthy,Low stress,Healthy and unstressed,0.85,100,92,621,1.21,0.87,1.8,1.56,92,93,1.05,58,88,0.12,0.04,135,-117.39739,33.54344,0.682926829,1,0.970731707,0.269918699,0.985365854,0.978861789,0.894308943,0.933333333,0.549593496,0.93495935,0.767479675,0.782113821,0.965853659,0.18699187,0.458536585,0.756097561
907S01610,20332536,2010,5/31/2010,possibly unconstrained,San Diego,Mission Bay and San Diego River,San Diego,0.263258137,2.22E-16,0.263258137,Impacted for ASCI,Low stress,Impacted by unknown stress,0.78,92,83,303,1.16,0.81,1.29,1.94,67,83,1.07,41,88,0.17,0.03,129,-116.65275,32.96675,0.601626016,0.660162602,0.895934959,0.118699187,0.806504065,0.964227642,0.822764228,0.372357724,0.946341463,0.435772358,0.81300813,0.609756098,0.965853659,0.237398374,0.385365854,0.712195122
911S00858,20326313,2010,5/31/2010,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.352156676,2.22E-16,0.352156676,Healthy,Low stress,Healthy and unstressed,1.03,100,69,346.8,1.09,0.57,1.43,1.92,100,89,1.05,30,88,0.3,0.03,117,-116.49337,32.90282,0.879674797,1,0.614634146,0.14796748,0.949593496,0.926829268,0.443902439,0.525203252,0.938211382,1,0.767479675,0.474796748,0.965853659,0.372357724,0.385365854,0.640650407
902S02293,22548449,2010,5/27/2010,possibly unconstrained,San Diego,Northern San Diego,San Diego,0.641799132,2.22E-16,0.641799132,Impacted for ASCI,Low stress,Impacted by unknown stress,0.55,96,81,1028,0.9,0.8,1.46,1.24,75,85,1.09,63,88,0.44,0.02,160,-117.20466,33.42339,0.260162602,0.785365854,0.879674797,0.46504065,0.863414634,0.699186992,0.801626016,0.557723577,0.307317073,0.647154472,0.86504065,0.819512195,0.965853659,0.458536585,0.302439024,0.884552846
906S02246,20331170,2010,5/26/2010,likely constrained,San Diego,Central San Diego,San Diego,0.999775814,2.22E-16,0.999775814,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.4,92,89,3237,0.77,0.72,1.68,1.8,83,88,1.08,10,88,0.8,0.2,115,-117.09849,32.94636,0.06504065,0.660162602,0.949593496,0.925203252,0.930081301,0.507317073,0.692682927,0.83902439,0.817886179,0.720325203,0.840650407,0.178861789,0.965853659,0.582113821,0.824390244,0.624390244
902S00117,22548541,2010,5/25/2010,possibly constrained,San Diego,Northern San Diego,San Diego,0.954049555,2.22E-16,0.954049555,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.53,92,92,1363,0.73,0,1.32,0.71,67,79,0.78,86,63,0.93,0.08,167,-117.33193,33.34095,0.234146341,0.660162602,0.970731707,0.616260163,0.687804878,0.458536585,0.084552846,0.395121951,0.149593496,0.435772358,0.300813008,0.943089431,0.575609756,0.601626016,0.596747967,0.907317073
902S02357,22549107,2010,5/25/2010,possibly unconstrained,San Diego,Northern San Diego,San Diego,0.954208112,2.22E-16,0.954208112,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.63,96,100,1265,0.85,0.74,1.42,0.91,83,92,0.95,86,88,2.22,0.08,126,-117.24977,33.40568,0.382113821,0.785365854,1,0.567479675,0.978861789,0.634146341,0.733333333,0.508943089,0.191869919,0.720325203,0.557723577,0.943089431,0.965853659,0.752845528,0.596747967,0.692682927
910OTJMC5,20334508,2010,5/24/2010,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.963431553,2.22E-16,0.963431553,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.6,83,86,1483,0.87,0.72,1.67,1.25,75,80,1.13,26,75,0.32,0.11,156,-116.88541,32.63481,0.331707317,0.419512195,0.92195122,0.650406504,0.723577236,0.653658537,0.692682927,0.832520325,0.312195122,0.647154472,0.931707317,0.401626016,0.780487805,0.385365854,0.674796748,0.863414634
911S12262,20326413,2010,5/24/2010,possibly unconstrained,San Diego,Southern San Diego,San Diego,0.942998734,2.22E-16,0.942998734,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.64,92,81,808,0.95,0.45,0.86,1.37,75,84,0.84,60,88,0.7,0.28,93,-116.68056,32.65665,0.393495935,0.660162602,0.879674797,0.344715447,0.834146341,0.769105691,0.291056911,0.175609756,0.378861789,0.647154472,0.365853659,0.804878049,0.965853659,0.56097561,0.861788618,0.453658537
904S08089,20341969,2010,5/20/2010,possibly constrained,San Diego,Central San Diego,San Diego,0.991791146,2.22E-16,0.991791146,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.38,96,86,1866,0.84,0.48,0.45,1.48,83,85,0.78,48,75,7.38,0.06,104,-117.13748,33.08899,0.05203252,0.785365854,0.92195122,0.76097561,0.863414634,0.62601626,0.323577236,0.091056911,0.469918699,0.720325203,0.300813008,0.673170732,0.780487805,0.928455285,0.546341463,0.536585366
907S02774,20333052,2010,5/20/2010,likely constrained,San Diego,Mission Bay and San Diego River,San Diego,0.998916318,1.88E-07,0.998916318,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.75,25,28,2642,0.71,0,0,0,42,30,0.06,3,25,9.29,0.07,10,-116.97323,32.81182,0.552845528,0.050406504,0.12195122,0.866666667,0.037398374,0.42601626,0.084552846,0.045528455,0.069918699,0.144715447,0.014634146,0.082926829,0.144715447,0.956097561,0.567479675,0.130081301
904S02201,20341853,2010,5/19/2010,possibly constrained,San Diego,Central San Diego,San Diego,0.99663951,2.22E-16,0.99663951,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.63,79,64,2227,0.53,0.87,0.32,0.09,67,62,0.66,100,38,1.5,0.12,143,-117.33735,33.17979,0.382113821,0.351219512,0.528455285,0.822764228,0.266666667,0.190243902,0.894308943,0.073170732,0.071544715,0.435772358,0.214634146,1,0.216260163,0.682926829,0.707317073,0.809756098
904CBSAM5,948070419,2010,5/19/2010,NA,San Diego,Central San Diego,San Diego,0.968832814,2.22E-16,0.968832814,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.78,54,97,1460,0.83,0.68,1.85,1.86,83,77,1.09,25,75,0.49,0.12,115,-117.2447,33.09086,0.601626016,0.112195122,0.983739837,0.648780488,0.634146341,0.604878049,0.617886179,0.962601626,0.895934959,0.720325203,0.86504065,0.391869919,0.780487805,0.474796748,0.707317073,0.624390244
901S39498,948070434,2010,5/18/2010,NA,Orange,San Juan,San Diego,0.994119483,2.22E-16,0.994119483,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.52,25,31,2400,0.53,0.84,0.11,1.06,67,43,0.6,28,50,0.63,0.06,1,-117.66532,33.49038,0.216260163,0.050406504,0.136585366,0.842276423,0.141463415,0.190243902,0.861788618,0.058536585,0.240650407,0.435772358,0.18699187,0.429268293,0.37398374,0.53495935,0.546341463,0.055284553
901S45253,20350533,2010,5/18/2010,possibly constrained,Orange,San Juan,San Diego,0.955510003,2.22E-16,0.955510003,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.66,63,86,1492,0.6,0.62,1.42,1.43,75,75,0.95,49,75,0.64,0.07,104,-117.62613,33.51442,0.41300813,0.190243902,0.92195122,0.65203252,0.595121951,0.279674797,0.518699187,0.508943089,0.419512195,0.647154472,0.557723577,0.689430894,0.780487805,0.536585366,0.567479675,0.536585366
801WE1132,22559698,2009,8/19/2009,likely unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.116895073,2.22E-16,0.116895073,Healthy,Low stress,Healthy and unstressed,0.97,100,78,60,1.16,0.74,1.75,1.8,75,88,1.14,26,100,0.18,0.02,115,-116.84289,34.13332,0.822764228,1,0.816260163,0.01300813,0.930081301,0.964227642,0.733333333,0.899186992,0.817886179,0.647154472,0.941463415,0.401626016,1,0.248780488,0.302439024,0.624390244
405WER318,22522773,2009,8/18/2009,likely unconstrained,Los Angeles,San Gabriel,Los Angeles,0.24538102,2.22E-16,0.24538102,Healthy,Low stress,Healthy and unstressed,0.97,100,56,352,1.18,0.81,1.05,1.89,100,86,1.1,10,88,0.26,0.02,116,-117.89111,34.26833,0.822764228,1,0.372357724,0.152845528,0.891056911,0.970731707,0.822764228,0.229268293,0.920325203,1,0.884552846,0.178861789,0.965853659,0.325203252,0.302439024,0.632520325
801BRC184,22555476,2009,7/7/2009,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.195592524,2.22E-16,0.195592524,Healthy,Low stress,Healthy and unstressed,0.95,100,64,231,0.93,0.83,1.23,1.76,92,83,0.91,19,75,0.05,0.03,33,-117.01553,34.16546,0.803252033,1,0.528455285,0.079674797,0.806504065,0.738211382,0.845528455,0.338211382,0.767479675,0.93495935,0.484552846,0.313821138,0.780487805,0.112195122,0.385365854,0.206504065
801MHC219,22558904,2009,7/6/2009,possibly unconstrained,San Bernardino,Upper Santa Ana,Santa Ana,0.359498267,2.22E-16,0.359498267,Impacted for ASCI,Low stress,Impacted by unknown stress,0.76,100,78,335,0.95,0.6,1.21,1.95,100,92,1.07,20,88,0.44,0.03,105,-116.99195,34.11105,0.565853659,1,0.816260163,0.138211382,0.978861789,0.769105691,0.481300813,0.320325203,0.957723577,1,0.81300813,0.323577236,0.965853659,0.458536585,0.385365854,0.546341463
802RB8605,0,2009,7/1/2009,NA,Riverside,San Jacinto,Santa Ana,0.442135936,2.22E-16,0.442135936,Impacted for CSCI,Low stress,Impacted by unknown stress,0.95,75,97,195,0.53,0.29,1.45,1.68,75,81,0.74,58,75,0.29,0.08,81,-116.72825,33.73776,0.803252033,0.302439024,0.983739837,0.056910569,0.746341463,0.190243902,0.172357724,0.552845528,0.682926829,0.647154472,0.256910569,0.782113821,0.780487805,0.359349593,0.596747967,0.391869919
802RB8688,0,2009,7/1/2009,NA,Riverside,San Jacinto,Santa Ana,0.301947025,2.22E-16,0.301947025,Impacted for CSCI,Low stress,Impacted by unknown stress,1.08,79,89,144,0.66,0,1.3,1.91,83,82,0.68,31,75,0.27,0.05,50,-116.70609,33.75289,0.920325203,0.351219512,0.949593496,0.040650407,0.778861789,0.36097561,0.084552846,0.378861789,0.93495935,0.720325203,0.217886179,0.484552846,0.780487805,0.331707317,0.512195122,0.248780488
801WMC572,22557930,2009,6/30/2009,likely constrained,San Bernardino,Upper Santa Ana,Santa Ana,0.98567551,2.22E-16,0.98567551,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.41,63,75,775,0.57,0.74,1.1,1.22,67,67,0.91,68,63,1.99,0.84,79,-117.29323,34.0772,0.07804878,0.190243902,0.754471545,0.330081301,0.38699187,0.242276423,0.733333333,0.256910569,0.300813008,0.435772358,0.484552846,0.856910569,0.575609756,0.725203252,0.928455285,0.372357724
SMC11581,22563070,2009,6/29/2009,likely constrained,Riverside,Middle Santa Ana,Santa Ana,0.897531104,0.999752538,0.999974643,Impacted for CSCI and ASCI,Stressed by habitat degradation,Impacted and stressed,0.56,63,25,681,0.57,0.88,0,0,33,37,0.31,0,25,3.2,0.12,0,-117.60611,33.95246,0.271544715,0.190243902,0.108943089,0.297560976,0.104065041,0.242276423,0.904065041,0.045528455,0.069918699,0.035772358,0.099186992,0.040650407,0.144715447,0.816260163,0.707317073,0.040650407
SMC15677,22563070,2009,6/29/2009,likely constrained,Riverside,Middle Santa Ana,Santa Ana,0.927608628,0.999752538,0.999982086,Impacted for CSCI and ASCI,Stressed by chemistry and habitat degradation,Impacted and stressed,0.68,63,25,720,0.57,0.89,0,0,33,37,0.31,0,25,2,0.19,0,-117.60439,33.95445,0.443902439,0.190243902,0.108943089,0.313821138,0.104065041,0.242276423,0.912195122,0.045528455,0.069918699,0.035772358,0.099186992,0.040650407,0.144715447,0.731707317,0.806504065,0.040650407
801STW613,22560388,2009,6/29/2009,possibly constrained,Riverside,Upper Santa Ana,Santa Ana,0.98656133,2.22E-16,0.98656133,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.68,83,64,784,0.55,0,1.04,1.02,75,71,0.65,39,63,0.59,1.32,71,-117.13166,33.98574,0.443902439,0.419512195,0.528455285,0.33495935,0.473170732,0.211382114,0.084552846,0.22601626,0.21300813,0.647154472,0.208130081,0.580487805,0.575609756,0.515447154,0.952845528,0.344715447
801LYC600,24843846,2009,6/28/2009,possibly unconstrained,San Bernardino,Middle Santa Ana,Santa Ana,0.249602072,2.22E-16,0.249602072,Healthy,Low stress,Healthy and unstressed,1.18,83,67,296,0.91,0.84,1.23,1.58,100,78,0.9,13,63,0.57,0.02,33,-117.48291,34.23092,0.972357724,0.419512195,0.590243902,0.115447154,0.669918699,0.710569106,0.861788618,0.338211382,0.575609756,1,0.463414634,0.232520325,0.575609756,0.505691057,0.302439024,0.206504065
801RB8327,0,2009,6/28/2009,NA,San Bernardino,Upper Santa Ana,Santa Ana,0.523077608,2.22E-16,0.523077608,Impacted for CSCI,Low stress,Impacted by unknown stress,1.19,92,31,643,0.48,1,0,1.06,92,66,0.54,60,50,1.53,0.02,12,-117.42894,34.23294,0.978861789,0.660162602,0.136585366,0.273170732,0.354471545,0.144715447,1,0.045528455,0.240650407,0.93495935,0.164227642,0.804878049,0.37398374,0.684552846,0.302439024,0.141463415
801RB8601,22558000,2009,6/24/2009,likely constrained,San Bernardino,Middle Santa Ana,Santa Ana,0.874771533,3.53E-09,0.874771534,Impacted for CSCI,Low stress,Impacted by unknown stress,0.86,25,25,343,0.2,0.97,0,0.69,42,29,0.39,9,25,2.84,0.23,0,-117.58527,34.02789,0.699186992,0.050406504,0.108943089,0.144715447,0.030894309,0.003252033,0.956097561,0.045528455,0.146341463,0.144715447,0.115447154,0.157723577,0.144715447,0.801626016,0.842276423,0.040650407
SMC05109,22548257,2009,6/23/2009,possibly constrained,Riverside,Northern San Diego,San Diego,0.859823067,2.22E-16,0.859823067,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.6,88,97,196,0.78,0,1.43,0.15,42,73,0.56,98,63,1.3,0.37,87,-117.13858,33.4745,0.331707317,0.484552846,0.983739837,0.058536585,0.528455285,0.530081301,0.084552846,0.525203252,0.079674797,0.144715447,0.169105691,0.988617886,0.575609756,0.663414634,0.887804878,0.419512195
SMC04749,22532850,2009,6/23/2009,possibly constrained,Riverside,San Jacinto,Santa Ana,0.950661188,2.22E-16,0.950661188,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.5,67,61,85,0.61,0.68,1.23,0.84,42,52,0.56,88,38,3.9,0.98,55,-117.21321,33.85826,0.188617886,0.219512195,0.448780488,0.016260163,0.177235772,0.292682927,0.617886179,0.338211382,0.172357724,0.144715447,0.169105691,0.952845528,0.216260163,0.83902439,0.936585366,0.269918699
SMC08845,22532816,2009,6/22/2009,possibly constrained,Riverside,San Jacinto,Santa Ana,0.987988765,2.22E-16,0.987988765,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.75,63,58,1112,0.5,0.47,1.4,0.27,42,53,0.48,92,50,3.2,0.38,55,-117.21355,33.87309,0.552845528,0.190243902,0.391869919,0.495934959,0.18699187,0.165853659,0.312195122,0.486178862,0.087804878,0.144715447,0.139837398,0.969105691,0.37398374,0.816260163,0.892682927,0.269918699
SMC01151,948070358,2009,6/17/2009,NA,Ventura,Santa Clara,Los Angeles,0.198033078,2.22E-16,0.198033078,Impacted for CSCI,Low stress,Impacted by unknown stress,0.85,92,64,897,0.54,0.54,1.15,1.28,67,72,0.76,64,63,0,0,41,-118.97196,34.3723,0.682926829,0.660162602,0.528455285,0.385365854,0.502439024,0.195121951,0.390243902,0.276422764,0.333333333,0.435772358,0.276422764,0.824390244,0.575609756,0.082926829,0.100813008,0.222764228
SMC00827,17567969,2009,6/15/2009,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.346569312,2.22E-16,0.346569312,Impacted for ASCI,Low stress,Impacted by unknown stress,0.69,100,69,718,0.99,0.52,1.59,1.83,83,85,1,21,88,2.05,0,100,-119.18833,34.55734,0.460162602,1,0.614634146,0.310569106,0.863414634,0.824390244,0.369105691,0.733333333,0.861788618,0.720325203,0.682926829,0.341463415,0.965853659,0.73495935,0.100813008,0.510569106
SMC04239,17587720,2009,6/11/2009,possibly unconstrained,Ventura,Ventura,Los Angeles,0.407356287,2.22E-16,0.407356287,Healthy,Low stress,Healthy and unstressed,1.06,79,75,828,0.8,0.67,1.57,1.71,67,77,1,12,88,2,0,57,-119.31114,34.3608,0.904065041,0.351219512,0.754471545,0.356097561,0.634146341,0.56097561,0.598373984,0.699186992,0.712195122,0.435772358,0.682926829,0.206504065,0.965853659,0.731707317,0.100813008,0.282926829
403S00640,17569783,2009,6/11/2009,possibly unconstrained,Los Angeles,Santa Clara,Los Angeles,0.766107931,2.22E-16,0.766107931,Healthy,Low stress,Healthy and unstressed,0.89,92,61,1080,0.9,0.69,1.01,1.58,75,82,0.84,43,100,0.27,0.04,56,-118.558,34.60115,0.738211382,0.660162602,0.448780488,0.484552846,0.778861789,0.699186992,0.643902439,0.221138211,0.575609756,0.647154472,0.365853659,0.629268293,1,0.331707317,0.458536585,0.271544715
403S01195,17567911,2009,6/10/2009,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.691635896,2.22E-16,0.691635896,Impacted for ASCI,Low stress,Impacted by unknown stress,0.74,92,69,1282,0.83,0.52,1.58,1.83,83,83,1,39,88,0.13,0.01,94,-119.2678,34.55903,0.538211382,0.660162602,0.614634146,0.575609756,0.806504065,0.604878049,0.369105691,0.717073171,0.861788618,0.720325203,0.682926829,0.580487805,0.965853659,0.2,0.198373984,0.46504065
SMC00924,22514774,2009,6/9/2009,possibly unconstrained,Los Angeles,Los Angeles,Los Angeles,0.572349589,2.22E-16,0.572349589,Impacted for ASCI,Low stress,Impacted by unknown stress,0.77,83,92,356,1.25,0.92,1.32,1.78,83,87,1.17,14,88,0.45,0.08,136,-118.18053,34.22394,0.578861789,0.419512195,0.970731707,0.156097561,0.905691057,0.990243902,0.928455285,0.395121951,0.791869919,0.720325203,0.975609756,0.245528455,0.965853659,0.461788618,0.596747967,0.764227642
SMC01040,22514424,2009,6/9/2009,possibly unconstrained,Los Angeles,Los Angeles,Los Angeles,0.447941045,2.22E-16,0.447941045,Healthy,Low stress,Healthy and unstressed,1.09,100,92,358,1.08,0.9,1.12,1.91,75,89,0.97,13,88,0.2,0.06,60,-118.15792,34.30553,0.93495935,1,0.970731707,0.157723577,0.949593496,0.918699187,0.918699187,0.266666667,0.93495935,0.647154472,0.629268293,0.232520325,0.965853659,0.263414634,0.546341463,0.297560976
403S01784,17575785,2009,6/9/2009,possibly constrained,Ventura,Santa Clara,Los Angeles,0.995824743,2.22E-16,0.995824743,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.52,75,56,1447,0.73,0.5,1.37,1.01,67,62,0.91,86,50,2.51,0.53,179,-118.7471,34.40228,0.216260163,0.302439024,0.372357724,0.647154472,0.266666667,0.458536585,0.346341463,0.450406504,0.209756098,0.435772358,0.484552846,0.943089431,0.37398374,0.777235772,0.917073171,0.943089431
403S01272,17574691,2009,6/9/2009,possibly constrained,Los Angeles,Santa Clara,Los Angeles,0.980808132,2.22E-16,0.980808132,Impacted for ASCI,Stressed by chemistry degradation,Impacted and stressed,0.67,92,47,1293,0.9,0.33,1.4,0.87,58,68,0.92,63,75,1.84,0.19,142,-118.6905,34.40303,0.427642276,0.660162602,0.227642276,0.578861789,0.41300813,0.699186992,0.191869919,0.486178862,0.178861789,0.253658537,0.508943089,0.819512195,0.780487805,0.715447154,0.806504065,0.801626016
403S14156,17574541,2009,6/9/2009,likely constrained,Los Angeles,Santa Clara,Los Angeles,0.979658059,2.22E-16,0.979658059,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.38,71,53,1239,0.62,0.37,1.39,0.98,42,57,0.85,65,63,1.75,0.21,91,-118.582,34.42523,0.05203252,0.258536585,0.315447154,0.552845528,0.214634146,0.308943089,0.22601626,0.469918699,0.204878049,0.144715447,0.385365854,0.835772358,0.575609756,0.702439024,0.829268293,0.440650407
909S00282,20332896,2009,6/9/2009,likely unconstrained,San Diego,Southern San Diego,San Diego,0.128945026,2.22E-16,0.128945026,Healthy,Low stress,Healthy and unstressed,0.88,100,61,384.5,0.99,0.71,1.12,1.1,75,78,0.83,70,75,0,0.01,115,-116.61357,32.8718,0.730081301,1,0.448780488,0.178861789,0.669918699,0.824390244,0.671544715,0.266666667,0.256910569,0.647154472,0.351219512,0.868292683,0.780487805,0.082926829,0.198373984,0.624390244
SMC00476,22515784,2009,6/8/2009,possibly unconstrained,Los Angeles,Los Angeles,Los Angeles,0.061892254,2.22E-16,0.061892254,Healthy,Low stress,Healthy and unstressed,1.06,100,94,245,1.02,0.61,0.82,1.84,100,99,0.97,9,100,0.1,0,107,-118.13381,34.24209,0.904065041,1,0.977235772,0.086178862,1,0.86504065,0.505691057,0.164227642,0.874796748,1,0.629268293,0.157723577,1,0.162601626,0.100813008,0.559349593
403S01163,17569197,2009,6/8/2009,possibly unconstrained,Ventura,Santa Clara,Los Angeles,0.442270039,2.22E-16,0.442270039,Impacted for ASCI,Low stress,Impacted by unknown stress,0.72,100,67,766,1.12,0.67,1.69,1.72,75,83,0.96,54,88,0.12,0.02,59,-118.86529,34.69943,0.508943089,1,0.590243902,0.328455285,0.806504065,0.943089431,0.598373984,0.850406504,0.720325203,0.647154472,0.590243902,0.746341463,0.965853659,0.18699187,0.302439024,0.289430894
403S03832,17574677,2009,6/8/2009,possibly constrained,Ventura,Santa Clara,Los Angeles,0.88015997,2.22E-16,0.88015997,Impacted for CSCI,Low stress,Impacted by unknown stress,0.87,79,36,1418,0.64,0.48,1.84,0.44,58,59,0.57,91,63,0.41,0.03,13,-118.78471,34.40211,0.717073171,0.351219512,0.177235772,0.632520325,0.230894309,0.339837398,0.323577236,0.951219512,0.102439024,0.253658537,0.170731707,0.965853659,0.575609756,0.43902439,0.385365854,0.143089431
SMC00153,20342539,2009,6/8/2009,likely constrained,San Diego,Northern San Diego,San Diego,0.995080075,2.22E-16,0.995080075,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.41,79,69,1953,0.56,0.88,1.66,1.03,75,72,0.92,83,63,1.11,0.18,86,-117.34611,33.22193,0.07804878,0.351219512,0.614634146,0.782113821,0.502439024,0.221138211,0.904065041,0.82601626,0.219512195,0.647154472,0.508943089,0.928455285,0.575609756,0.632520325,0.791869919,0.41300813
SMC02127,17586736,2009,6/4/2009,possibly unconstrained,Ventura,Ventura,Los Angeles,0.428040699,2.22E-16,0.428040699,Impacted for CSCI and ASCI,Low stress,Impacted by unknown stress,0.68,92,81,1110,0.76,0.67,1.35,1.79,75,87,1.05,56,100,0.35,0,161,-119.26474,34.42318,0.443902439,0.660162602,0.879674797,0.494308943,0.905691057,0.497560976,0.598373984,0.430894309,0.803252033,0.647154472,0.767479675,0.765853659,1,0.406504065,0.100813008,0.889430894
SMC00473,20329176,2009,6/3/2009,possibly constrained,San Diego,Central San Diego,San Diego,0.99916317,2.22E-16,0.99916317,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.43,79,69,2908,0.77,0.76,1.47,1.56,75,75,1.04,65,75,1.8,0.09,111,-117.15802,33.03916,0.097560976,0.351219512,0.614634146,0.895934959,0.595121951,0.507317073,0.759349593,0.569105691,0.549593496,0.647154472,0.74796748,0.835772358,0.780487805,0.710569106,0.630894309,0.591869919
SMC00729,20341931,2009,6/3/2009,likely constrained,San Diego,Central San Diego,San Diego,0.994863406,2.22E-16,0.994863406,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.46,75,67,1745,0.68,0.75,1.48,1.09,67,68,0.86,88,63,2.4,0.22,137,-117.17488,33.13525,0.13495935,0.302439024,0.590243902,0.730081301,0.41300813,0.388617886,0.746341463,0.578861789,0.25203252,0.435772358,0.401626016,0.952845528,0.575609756,0.770731707,0.837398374,0.770731707
SMC01717,20342481,2009,5/28/2009,possibly constrained,San Diego,Northern San Diego,San Diego,0.989645045,2.22E-16,0.989645045,Impacted for CSCI and ASCI,Stressed by chemistry degradation,Impacted and stressed,0.46,92,86,1200,0.55,0.69,1.42,1.21,83,90,1.06,58,100,2.53,0.39,151,-117.13232,33.34014,0.13495935,0.660162602,0.92195122,0.533333333,0.959349593,0.211382114,0.643902439,0.508943089,0.297560976,0.720325203,0.793495935,0.782113821,1,0.780487805,0.897560976,0.835772358
